~~~~  sas 2017-10-16  ~~~~
Generated on 2018-08-02 13:21:44
Time elapsed: 115.19 s
-1: velocity var 36363.59      width var 7099.50
    velocity mean 1.48      width mean 7.92
915: velocity var 12.37      width var 115.01
    velocity mean 5.28      width mean 10.45
916: velocity var 12.76      width var 179.96
    velocity mean 7.38      width mean 9.14
917: velocity var 21.64      width var 213.92
    velocity mean 2.62      width mean 14.81
918: velocity var 15.57      width var 82.15
    velocity mean 4.73      width mean 7.29
919: velocity var 25.04      width var 273.68
    velocity mean 10.17      width mean 10.54
920: velocity var 7.76      width var 41.14
    velocity mean 2.33      width mean 4.22
921: velocity var 76561.22      width var 10299.91
    velocity mean 116.17      width mean 67.51
922: velocity var 25.44      width var 109.50
    velocity mean 6.45      width mean 10.15
923: velocity var 9.38      width var 57.01
    velocity mean 3.36      width mean 6.43
924: velocity var 28.72      width var 104.01
    velocity mean 4.09      width mean 8.56
925: velocity var 182.28      width var 102.54
    velocity mean 3.90      width mean 8.80
926: velocity var 10.92      width var 160.06
    velocity mean 5.52      width mean 8.41
927: velocity var 13.27      width var 131.02
    velocity mean 5.89      width mean 7.88
928: velocity var 7535.06      width var 4867.07
    velocity mean 185.85      width mean 140.44
929: velocity var 9019.88      width var 5288.91
    velocity mean 89.68      width mean 144.47
930: velocity var 8974.65      width var 6778.93
    velocity mean 128.34      width mean 135.29
931: velocity var 44144.38      width var 1029.57
    velocity mean 18.87      width mean 22.20
932: velocity var 14439.90      width var 1251.43
    velocity mean 18.52      width mean 20.73
933: velocity var 81.17      width var 977.82
    velocity mean 12.84      width mean 22.45
934: velocity var 8149.83      width var 7380.62
    velocity mean 19.54      width mean 22.59
935: velocity var 72.66      width var 5502.83
    velocity mean 12.00      width mean 24.68
936: velocity var 1816.98      width var 506.61
    velocity mean 10.16      width mean 19.79
937: velocity var 1074.67      width var 3042.29
    velocity mean 40.83      width mean 22.84
938: velocity var 7298.94      width var 654.74
    velocity mean 21.59      width mean 25.19
939: velocity var 352.09      width var 208.92
    velocity mean 39.56      width mean 12.82
940: velocity var 606.55      width var 243.07
    velocity mean 23.41      width mean 10.45
941: velocity var 2865.59      width var 625.24
    velocity mean 12.55      width mean 16.97
942: velocity var 14105.94      width var 3529.75
    velocity mean 31.94      width mean 61.01
943: velocity var 243.78      width var 610.51
    velocity mean 27.89      width mean 20.47
944: velocity var 812.39      width var 4649.35
    velocity mean 29.33      width mean 59.19
945: velocity var 459.89      width var 401.83
    velocity mean 26.06      width mean 18.93
946: velocity var 82.09      width var 332.75
    velocity mean 12.17      width mean 12.56
947: velocity var 78969.79      width var 437.58
    velocity mean 102.11      width mean 16.92
948: velocity var 12.97      width var 179.09
    velocity mean 8.74      width mean 10.58
949: velocity var 20.56      width var 97.01
    velocity mean 4.62      width mean 8.61
950: velocity var 20.72      width var 271.53
    velocity mean 8.12      width mean 17.05
951: velocity var 12.60      width var 176.87
    velocity mean 5.48      width mean 10.61
~~~~  sas 2018-02-07  ~~~~
Generated on 2018-08-02 13:23:40
Time elapsed: 178.78 s
-1: velocity var 101902.44      width var 28568.62
    velocity mean 88.19      width mean 61.04
2: velocity var 355.27      width var 202.69
    velocity mean 48.57      width mean 21.91
3: velocity var 512.32      width var 1129.37
    velocity mean 108.78      width mean 36.23
4: velocity var 44548.98      width var 4828.46
    velocity mean 92.03      width mean 96.40
6: velocity var 6.19      width var 120.44
    velocity mean 2.45      width mean 13.74
7: velocity var 7119.79      width var 6216.61
    velocity mean 47.52      width mean 103.63
8: velocity var 28.88      width var 286.94
    velocity mean 7.36      width mean 20.76
9: velocity var 269.32      width var 216.97
    velocity mean 106.07      width mean 28.40
10: velocity var 11.74      width var 304.82
    velocity mean 5.25      width mean 19.05
11: velocity var 67685.93      width var 17.82
    velocity mean 133.38      width mean 9.43
12: velocity var 63818.87      width var 73.38
    velocity mean 125.91      width mean 11.07
13: velocity var 568.78      width var 969.89
    velocity mean 33.59      width mean 42.76
14: velocity var 707.25      width var 3294.42
    velocity mean 32.24      width mean 92.78
16: velocity var 2957.67      width var 1313.30
    velocity mean 141.98      width mean 142.82
17: velocity var 43.74      width var 339.51
    velocity mean 18.29      width mean 19.79
18: velocity var 15223.73      width var 3948.58
    velocity mean 74.75      width mean 123.12
20: velocity var 6.65      width var 162.19
    velocity mean 4.24      width mean 11.99
22: velocity var 1649.46      width var 4033.00
    velocity mean 96.95      width mean 135.53
23: velocity var 101.08      width var 349.81
    velocity mean 10.67      width mean 26.80
25: velocity var 1847.45      width var 2465.71
    velocity mean 40.45      width mean 53.15
26: velocity var 193.32      width var 1166.41
    velocity mean 24.78      width mean 42.71
27: velocity var 1476.80      width var 1710.05
    velocity mean 61.42      width mean 135.34
28: velocity var 21.96      width var 179.12
    velocity mean 17.22      width mean 21.73
29: velocity var 304.83      width var 1309.33
    velocity mean 101.20      width mean 89.23
30: velocity var 135.80      width var 288.45
    velocity mean 17.51      width mean 16.95
31: velocity var 29.89      width var 319.68
    velocity mean 7.33      width mean 19.71
32: velocity var 6721.80      width var 2021.82
    velocity mean 90.54      width mean 198.71
34: velocity var 43884.68      width var 6463.24
    velocity mean 167.94      width mean 177.63
36: velocity var 1019.87      width var 2022.62
    velocity mean 79.98      width mean 41.58
39: velocity var 1001.59      width var 3781.70
    velocity mean 71.02      width mean 53.62
41: velocity var 20.58      width var 42.72
    velocity mean 8.72      width mean 6.66
42: velocity var 69.64      width var 86.43
    velocity mean 10.16      width mean 6.30
43: velocity var 210.71      width var 185.80
    velocity mean 16.28      width mean 13.65
44: velocity var 64981.43      width var 882.11
    velocity mean 138.85      width mean 37.32
45: velocity var 97.34      width var 32.91
    velocity mean 47.55      width mean 9.24
46: velocity var 100.19      width var 33.80
    velocity mean 16.52      width mean 9.79
47: velocity var 24.11      width var 99.52
    velocity mean 43.28      width mean 24.88
49: velocity var 47.47      width var 93.68
    velocity mean 6.30      width mean 13.38
50: velocity var 9.35      width var 524.88
    velocity mean 9.01      width mean 19.65
51: velocity var 14.27      width var 3.96
    velocity mean 8.70      width mean 4.86
52: velocity var 134.43      width var 58.79
    velocity mean 12.27      width mean 10.48
53: velocity var 6.17      width var 18.25
    velocity mean 5.15      width mean 4.19
55: velocity var 10.35      width var 17.20
    velocity mean 5.40      width mean 9.51
56: velocity var 18.43      width var 25.15
    velocity mean 9.55      width mean 9.26
57: velocity var 18.33      width var 146.64
    velocity mean 13.25      width mean 21.38
59: velocity var 15.49      width var 5.16
    velocity mean 30.40      width mean 7.79
60: velocity var 86.81      width var 29.11
    velocity mean 9.57      width mean 5.42
61: velocity var 28.43      width var 102.76
    velocity mean 18.44      width mean 10.15
62: velocity var 51.71      width var 51.74
    velocity mean 16.18      width mean 9.18
63: velocity var 32.64      width var 41.61
    velocity mean 15.92      width mean 6.57
64: velocity var 10.46      width var 76.64
    velocity mean 4.79      width mean 11.75
65: velocity var 84.35      width var 46.72
    velocity mean 17.44      width mean 11.84
66: velocity var 213.85      width var 92.80
    velocity mean 21.23      width mean 16.08
68: velocity var 132.63      width var 24.50
    velocity mean 14.58      width mean 9.29
69: velocity var 130.29      width var 109.06
    velocity mean 15.94      width mean 15.42
70: velocity var 191.49      width var 130.26
    velocity mean 41.01      width mean 15.49
71: velocity var 191.70      width var 7.45
    velocity mean 17.33      width mean 6.60
72: velocity var 156.22      width var 303.49
    velocity mean 12.98      width mean 9.58
73: velocity var 6.91      width var 25.02
    velocity mean 6.57      width mean 9.33
74: velocity var 48.25      width var 69.91
    velocity mean 10.14      width mean 17.98
75: velocity var 73.26      width var 59.60
    velocity mean 13.57      width mean 12.37
76: velocity var 56199.34      width var 1853.79
    velocity mean 83.99      width mean 30.58
77: velocity var 39.40      width var 87.98
    velocity mean 23.00      width mean 11.13
78: velocity var 771.80      width var 73.07
    velocity mean 35.98      width mean 11.47
79: velocity var 110.73      width var 54.86
    velocity mean 32.34      width mean 10.39
80: velocity var 378.63      width var 139.15
    velocity mean 19.72      width mean 10.18
81: velocity var 87.40      width var 89.18
    velocity mean 16.99      width mean 10.49
82: velocity var 173.89      width var 61.04
    velocity mean 18.52      width mean 13.89
83: velocity var 235.30      width var 126.96
    velocity mean 19.83      width mean 13.56
84: velocity var 47.48      width var 140.36
    velocity mean 32.90      width mean 10.99
85: velocity var 104.52      width var 91.27
    velocity mean 14.12      width mean 10.03
86: velocity var 20.47      width var 173.87
    velocity mean 9.75      width mean 16.57
87: velocity var 107.08      width var 60.94
    velocity mean 12.51      width mean 9.01
88: velocity var 6.20      width var 162.65
    velocity mean 12.95      width mean 13.80
89: velocity var 57.98      width var 70.17
    velocity mean 30.41      width mean 9.93
90: velocity var 46.18      width var 27.26
    velocity mean 23.69      width mean 5.54
91: velocity var 315.84      width var 88.08
    velocity mean 28.29      width mean 17.01
92: velocity var 185.73      width var 138.94
    velocity mean 39.05      width mean 16.42
93: velocity var 194.83      width var 40.90
    velocity mean 15.60      width mean 8.91
94: velocity var 49.78      width var 26.88
    velocity mean 8.31      width mean 7.31
95: velocity var 331.98      width var 271.00
    velocity mean 28.36      width mean 21.54
96: velocity var 39.09      width var 45.82
    velocity mean 28.86      width mean 8.06
97: velocity var 54.75      width var 123.73
    velocity mean 16.85      width mean 10.71
98: velocity var 225.61      width var 631.20
    velocity mean 24.37      width mean 81.25
99: velocity var 524.18      width var 65.69
    velocity mean 34.23      width mean 9.73
101: velocity var 273.57      width var 128.01
    velocity mean 37.78      width mean 14.67
102: velocity var 106.69      width var 76.70
    velocity mean 39.29      width mean 11.72
103: velocity var 237.78      width var 556.06
    velocity mean 31.16      width mean 41.62
105: velocity var 79.88      width var 26.39
    velocity mean 54.01      width mean 10.80
106: velocity var 118.66      width var 95.17
    velocity mean 17.37      width mean 14.28
107: velocity var 1637.78      width var 754.46
    velocity mean 64.12      width mean 57.17
108: velocity var 181.61      width var 116.46
    velocity mean 24.11      width mean 11.91
109: velocity var 100.16      width var 231.74
    velocity mean 43.54      width mean 12.84
110: velocity var 238.93      width var 136.04
    velocity mean 37.47      width mean 10.43
112: velocity var 17.36      width var 30.81
    velocity mean 15.53      width mean 9.60
113: velocity var 404.06      width var 29.98
    velocity mean 36.21      width mean 11.45
114: velocity var 1393.60      width var 3363.35
    velocity mean 39.57      width mean 74.06
115: velocity var 261.17      width var 74.52
    velocity mean 25.59      width mean 14.93
116: velocity var 494.39      width var 2145.45
    velocity mean 53.95      width mean 93.99
117: velocity var 64.70      width var 34.74
    velocity mean 17.32      width mean 11.80
118: velocity var 254.72      width var 371.13
    velocity mean 20.78      width mean 42.65
119: velocity var 97.02      width var 13.97
    velocity mean 16.82      width mean 6.59
122: velocity var 214.44      width var 76.44
    velocity mean 40.44      width mean 14.71
123: velocity var 311.12      width var 196.75
    velocity mean 13.13      width mean 17.89
124: velocity var 104.49      width var 517.33
    velocity mean 12.59      width mean 38.35
126: velocity var 147.16      width var 75.66
    velocity mean 16.39      width mean 12.11
127: velocity var 289.70      width var 95.04
    velocity mean 17.61      width mean 10.56
129: velocity var 165.11      width var 2370.49
    velocity mean 24.86      width mean 45.94
131: velocity var 402.46      width var 88.42
    velocity mean 26.95      width mean 15.80
132: velocity var 74.76      width var 9.80
    velocity mean 29.38      width mean 3.60
133: velocity var 161.13      width var 664.48
    velocity mean 33.61      width mean 22.94
135: velocity var 1101.79      width var 1217.51
    velocity mean 95.93      width mean 120.10
136: velocity var 161.33      width var 155.36
    velocity mean 38.49      width mean 18.13
137: velocity var 66.10      width var 15.07
    velocity mean 13.04      width mean 4.37
138: velocity var 134.86      width var 55.00
    velocity mean 10.02      width mean 9.91
139: velocity var 46.95      width var 202.77
    velocity mean 11.20      width mean 13.37
140: velocity var 325.42      width var 47.68
    velocity mean 28.51      width mean 11.85
141: velocity var 250.01      width var 346.20
    velocity mean 17.87      width mean 13.99
144: velocity var 146.29      width var 133.92
    velocity mean 23.79      width mean 16.03
145: velocity var 335.80      width var 43748.90
    velocity mean 26.25      width mean 38.36
146: velocity var 222.90      width var 196.65
    velocity mean 21.59      width mean 17.66
147: velocity var 212.24      width var 22.31
    velocity mean 36.51      width mean 6.84
148: velocity var 102.90      width var 32.66
    velocity mean 25.63      width mean 7.07
150: velocity var 161.48      width var 1.26
    velocity mean 25.65      width mean 5.88
151: velocity var 112.43      width var 83.80
    velocity mean 23.92      width mean 14.49
152: velocity var 149.76      width var 285.69
    velocity mean 24.15      width mean 23.04
153: velocity var 78.43      width var 82.23
    velocity mean 25.60      width mean 19.66
154: velocity var 192.27      width var 132.56
    velocity mean 27.87      width mean 16.49
155: velocity var 247.02      width var 223.10
    velocity mean 24.31      width mean 18.56
156: velocity var 131.40      width var 76.94
    velocity mean 20.15      width mean 13.62
157: velocity var 95.87      width var 75.81
    velocity mean 23.28      width mean 8.92
158: velocity var 156.69      width var 209.92
    velocity mean 23.61      width mean 19.58
159: velocity var 198.62      width var 221.45
    velocity mean 38.41      width mean 15.62
160: velocity var 596.50      width var 12.58
    velocity mean 19.28      width mean 3.22
161: velocity var 223.28      width var 31.84
    velocity mean 30.39      width mean 8.09
162: velocity var 403.91      width var 250.20
    velocity mean 33.22      width mean 37.35
164: velocity var 134.36      width var 66.92
    velocity mean 23.36      width mean 11.80
165: velocity var 305.29      width var 83.30
    velocity mean 31.34      width mean 8.32
166: velocity var 482.55      width var 348.99
    velocity mean 38.12      width mean 15.88
167: velocity var 243.32      width var 33.55
    velocity mean 28.27      width mean 7.31
168: velocity var 225.84      width var 163.77
    velocity mean 20.78      width mean 14.98
169: velocity var 64499.81      width var 20.88
    velocity mean 87.20      width mean 5.69
170: velocity var 58.35      width var 15.16
    velocity mean 28.53      width mean 9.51
171: velocity var 104.21      width var 102.68
    velocity mean 22.05      width mean 7.73
172: velocity var 98.91      width var 27.81
    velocity mean 12.87      width mean 10.59
173: velocity var 126.48      width var 50.15
    velocity mean 24.51      width mean 8.13
174: velocity var 230.30      width var 409.46
    velocity mean 21.73      width mean 26.76
175: velocity var 461.04      width var 141.52
    velocity mean 26.18      width mean 10.78
176: velocity var 231.48      width var 51.63
    velocity mean 13.49      width mean 7.41
177: velocity var 199.24      width var 170.62
    velocity mean 25.21      width mean 14.74
178: velocity var 45.09      width var 143.64
    velocity mean 26.09      width mean 11.62
180: velocity var 147.23      width var 20.62
    velocity mean 30.73      width mean 5.71
182: velocity var 124.90      width var 152.05
    velocity mean 22.29      width mean 18.88
183: velocity var 201.75      width var 194.62
    velocity mean 21.92      width mean 14.84
184: velocity var 179.40      width var 267.86
    velocity mean 21.17      width mean 18.05
186: velocity var 159.43      width var 313.46
    velocity mean 27.54      width mean 20.55
187: velocity var 271.48      width var 290.88
    velocity mean 15.84      width mean 12.33
188: velocity var 296.74      width var 36.52
    velocity mean 35.84      width mean 15.40
191: velocity var 113.09      width var 47.69
    velocity mean 10.56      width mean 8.38
192: velocity var 39.81      width var 32.68
    velocity mean 33.43      width mean 7.30
195: velocity var 446.12      width var 46.98
    velocity mean 26.00      width mean 7.98
197: velocity var 17.19      width var 462.44
    velocity mean 4.47      width mean 20.82
200: velocity var 28.16      width var 42.48
    velocity mean 28.05      width mean 7.45
202: velocity var 41.02      width var 39.29
    velocity mean 15.39      width mean 7.21
203: velocity var 195.32      width var 279.97
    velocity mean 18.33      width mean 22.31
204: velocity var 103.77      width var 15.90
    velocity mean 19.56      width mean 9.25
205: velocity var 149.76      width var 396.57
    velocity mean 13.32      width mean 16.88
206: velocity var 527.65      width var 95.37
    velocity mean 57.08      width mean 11.35
208: velocity var 159.14      width var 217.58
    velocity mean 45.95      width mean 22.67
209: velocity var 33.08      width var 48.53
    velocity mean 22.26      width mean 8.86
212: velocity var 87.40      width var 22.52
    velocity mean 9.39      width mean 6.78
214: velocity var 13.46      width var 8.16
    velocity mean 6.64      width mean 5.54
216: velocity var 46.42      width var 94.08
    velocity mean 14.44      width mean 18.94
219: velocity var 30.33      width var 39.29
    velocity mean 16.45      width mean 9.78
220: velocity var 103.45      width var 898.64
    velocity mean 15.65      width mean 24.93
221: velocity var 110.29      width var 30.60
    velocity mean 13.32      width mean 8.72
226: velocity var 35.18      width var 4553.89
    velocity mean 13.27      width mean 26.64
228: velocity var 461.96      width var 27747.61
    velocity mean 21.90      width mean 78.99
230: velocity var 27.50      width var 1893.18
    velocity mean 4.65      width mean 25.11
234: velocity var 3.02      width var 636.42
    velocity mean 3.03      width mean 24.60
235: velocity var 35.62      width var 7.41
    velocity mean 7.84      width mean 5.81
237: velocity var 9.55      width var 27.42
    velocity mean 4.98      width mean 12.13
238: velocity var 12.03      width var 126.47
    velocity mean 5.72      width mean 23.30
239: velocity var 12.15      width var 726.52
    velocity mean 4.80      width mean 25.25
240: velocity var 75.81      width var 443.50
    velocity mean 35.73      width mean 28.81
243: velocity var 17.28      width var 346.07
    velocity mean 7.42      width mean 29.17
244: velocity var 235.16      width var 119.09
    velocity mean 56.07      width mean 16.33
245: velocity var 757.08      width var 214.08
    velocity mean 57.37      width mean 33.80
246: velocity var 337.78      width var 12.25
    velocity mean 50.90      width mean 27.25
247: velocity var 110784.58      width var 100.03
    velocity mean 120.38      width mean 19.97
248: velocity var 286.15      width var 201.35
    velocity mean 40.52      width mean 26.84
249: velocity var 248.41      width var 328.70
    velocity mean 22.61      width mean 23.67
251: velocity var 575.55      width var 1526.99
    velocity mean 22.78      width mean 28.00
252: velocity var 802.66      width var 440.22
    velocity mean 77.17      width mean 27.07
253: velocity var 308.63      width var 95.25
    velocity mean 20.14      width mean 13.33
254: velocity var 690.59      width var 238.47
    velocity mean 32.93      width mean 22.35
255: velocity var 96.12      width var 83.29
    velocity mean 20.98      width mean 28.01
256: velocity var 6.93      width var 81.70
    velocity mean 4.31      width mean 15.05
257: velocity var 974.91      width var 121.59
    velocity mean 43.12      width mean 10.99
258: velocity var 14.06      width var 120.34
    velocity mean 3.15      width mean 11.31
259: velocity var 512.49      width var 51.46
    velocity mean 70.47      width mean 17.07
260: velocity var 429.00      width var 108.87
    velocity mean 43.09      width mean 20.24
262: velocity var 177.26      width var 765.75
    velocity mean 17.51      width mean 25.72
263: velocity var 715.90      width var 93.81
    velocity mean 39.73      width mean 13.75
264: velocity var 1162.42      width var 303.43
    velocity mean 22.49      width mean 11.49
265: velocity var 285.59      width var 67.54
    velocity mean 65.82      width mean 18.13
266: velocity var 61.13      width var 309.07
    velocity mean 10.48      width mean 23.13
267: velocity var 170.64      width var 1210.15
    velocity mean 56.10      width mean 34.93
269: velocity var 450.51      width var 251.67
    velocity mean 82.34      width mean 22.49
270: velocity var 81.02      width var 50.81
    velocity mean 12.57      width mean 27.19
273: velocity var 604.15      width var 672.17
    velocity mean 19.84      width mean 27.67
274: velocity var 1238.55      width var 114.96
    velocity mean 43.08      width mean 21.67
276: velocity var 362.96      width var 2069.24
    velocity mean 43.17      width mean 28.60
277: velocity var 289.50      width var 228.87
    velocity mean 46.06      width mean 21.17
278: velocity var 1506.29      width var 1031.84
    velocity mean 56.98      width mean 45.28
279: velocity var 1240.15      width var 187.38
    velocity mean 46.76      width mean 26.08
280: velocity var 2.38      width var 40.46
    velocity mean 60.92      width mean 10.63
281: velocity var 255.73      width var 3603.37
    velocity mean 69.20      width mean 52.36
282: velocity var 1151.57      width var 1535.73
    velocity mean 67.27      width mean 75.03
283: velocity var 100.97      width var 70.20
    velocity mean 78.23      width mean 21.04
284: velocity var 1047.36      width var 945.06
    velocity mean 37.74      width mean 58.74
286: velocity var 1716.60      width var 852.32
    velocity mean 70.69      width mean 58.40
288: velocity var 224.22      width var 618.44
    velocity mean 16.92      width mean 30.60
289: velocity var 843.56      width var 84.66
    velocity mean 73.28      width mean 8.67
290: velocity var 641.52      width var 554.34
    velocity mean 60.95      width mean 33.46
292: velocity var 379.77      width var 50295.96
    velocity mean 65.32      width mean 104.04
293: velocity var 95.19      width var 846.65
    velocity mean 10.55      width mean 34.05
294: velocity var 107.47      width var 180.67
    velocity mean 106.72      width mean 9.29
295: velocity var 188.94      width var 410.07
    velocity mean 65.96      width mean 26.28
298: velocity var 136.68      width var 98.54
    velocity mean 26.85      width mean 24.01
299: velocity var 766.94      width var 537.10
    velocity mean 39.71      width mean 24.88
300: velocity var 382.08      width var 1831.62
    velocity mean 54.23      width mean 36.42
304: velocity var 221096.54      width var 17075.21
    velocity mean 283.47      width mean 82.27
305: velocity var 132.28      width var 167.08
    velocity mean 14.84      width mean 28.71
306: velocity var 400.60      width var 1355.40
    velocity mean 43.36      width mean 33.49
307: velocity var 131.56      width var 155.35
    velocity mean 16.78      width mean 23.72
308: velocity var 89.41      width var 801.93
    velocity mean 14.17      width mean 34.22
309: velocity var 79.24      width var 384.29
    velocity mean 11.89      width mean 32.65
310: velocity var 680.85      width var 416.23
    velocity mean 40.85      width mean 20.40
312: velocity var 99.17      width var 136.62
    velocity mean 40.39      width mean 14.80
313: velocity var 18.82      width var 647.27
    velocity mean 13.46      width mean 37.18
314: velocity var 9.95      width var 459.69
    velocity mean 50.51      width mean 17.06
316: velocity var 295.13      width var 501.57
    velocity mean 36.96      width mean 34.82
317: velocity var 388.08      width var 736.27
    velocity mean 33.62      width mean 19.03
318: velocity var 178.99      width var 230.37
    velocity mean 24.63      width mean 69.21
319: velocity var 133.05      width var 401.89
    velocity mean 23.40      width mean 30.75
320: velocity var 258.16      width var 188.80
    velocity mean 25.91      width mean 33.81
321: velocity var 106.68      width var 114.42
    velocity mean 31.12      width mean 14.63
322: velocity var 433.75      width var 760.51
    velocity mean 32.77      width mean 35.83
323: velocity var 286.27      width var 583.65
    velocity mean 27.13      width mean 56.90
324: velocity var 525.16      width var 57.71
    velocity mean 71.84      width mean 45.44
325: velocity var 653.80      width var 15.04
    velocity mean 44.36      width mean 21.49
326: velocity var 133.74      width var 218.78
    velocity mean 39.73      width mean 24.18
329: velocity var 715.53      width var 986.23
    velocity mean 82.76      width mean 62.78
332: velocity var 238.93      width var 204.74
    velocity mean 83.72      width mean 51.21
333: velocity var 2825.49      width var 1066.15
    velocity mean 72.73      width mean 60.01
334: velocity var 640.79      width var 1289.89
    velocity mean 51.37      width mean 53.49
335: velocity var 9.34      width var 53.77
    velocity mean 4.00      width mean 7.86
336: velocity var 23.44      width var 159.54
    velocity mean 8.28      width mean 14.72
338: velocity var 8.66      width var 6.23
    velocity mean 4.64      width mean 7.21
339: velocity var 12.71      width var 90.85
    velocity mean 4.61      width mean 9.46
340: velocity var 3.14      width var 20.17
    velocity mean 7.02      width mean 6.52
341: velocity var 17.42      width var 23.10
    velocity mean 6.61      width mean 4.81
342: velocity var 25.05      width var 172.03
    velocity mean 8.78      width mean 13.37
344: velocity var 33330.36      width var 104.79
    velocity mean 87.83      width mean 12.42
345: velocity var 28.06      width var 218.65
    velocity mean 8.75      width mean 19.94
346: velocity var 24.83      width var 86.06
    velocity mean 10.92      width mean 12.94
348: velocity var 87.89      width var 382.79
    velocity mean 8.42      width mean 17.71
349: velocity var 10.21      width var 28.21
    velocity mean 5.08      width mean 7.81
350: velocity var 35298.90      width var 686.98
    velocity mean 93.03      width mean 27.33
351: velocity var 21.80      width var 85.71
    velocity mean 6.04      width mean 21.98
352: velocity var 8.18      width var 56.00
    velocity mean 7.40      width mean 15.03
353: velocity var 24129.27      width var 103.65
    velocity mean 63.07      width mean 8.04
354: velocity var 25.56      width var 414.43
    velocity mean 6.59      width mean 17.15
355: velocity var 42.24      width var 219.14
    velocity mean 10.03      width mean 11.34
357: velocity var 741.96      width var 1107.20
    velocity mean 46.21      width mean 40.32
358: velocity var 3.68      width var 44.45
    velocity mean 2.14      width mean 7.11
359: velocity var 52.89      width var 66.49
    velocity mean 8.98      width mean 8.85
360: velocity var 13840.14      width var 64.58
    velocity mean 27.96      width mean 7.98
362: velocity var 8.76      width var 65.14
    velocity mean 4.39      width mean 9.66
363: velocity var 5.05      width var 87.66
    velocity mean 11.79      width mean 10.23
365: velocity var 7.42      width var 47.34
    velocity mean 10.30      width mean 14.59
368: velocity var 17.78      width var 134.89
    velocity mean 5.14      width mean 14.08
375: velocity var 300.83      width var 104.51
    velocity mean 57.47      width mean 19.10
376: velocity var 313.18      width var 1172.61
    velocity mean 34.19      width mean 30.42
379: velocity var 6.62      width var 100.41
    velocity mean 5.41      width mean 9.60
381: velocity var 3.11      width var 6.87
    velocity mean 18.84      width mean 4.41
384: velocity var 9.62      width var 178.06
    velocity mean 19.25      width mean 10.81
385: velocity var 440.08      width var 181.14
    velocity mean 62.54      width mean 18.43
388: velocity var 1034.67      width var 475.27
    velocity mean 48.53      width mean 26.13
390: velocity var 176566.88      width var 118.71
    velocity mean 230.61      width mean 18.98
392: velocity var 26.58      width var 39.00
    velocity mean 24.59      width mean 13.56
395: velocity var 1488.26      width var 300.70
    velocity mean 63.10      width mean 30.90
397: velocity var 540.71      width var 327.30
    velocity mean 40.57      width mean 22.06
399: velocity var 526.00      width var 391.15
    velocity mean 52.39      width mean 19.73
401: velocity var 63.78      width var 47.14
    velocity mean 12.67      width mean 14.07
403: velocity var 746.35      width var 522.49
    velocity mean 45.80      width mean 28.20
406: velocity var 1048.44      width var 133.91
    velocity mean 50.30      width mean 22.52
408: velocity var 41584.12      width var 935.53
    velocity mean 244.32      width mean 44.47
409: velocity var 18721.90      width var 3226.73
    velocity mean 376.93      width mean 112.58
410: velocity var 267.62      width var 221.53
    velocity mean 60.22      width mean 23.90
411: velocity var 632.15      width var 221.03
    velocity mean 59.10      width mean 21.90
412: velocity var 126.65      width var 471.85
    velocity mean 16.98      width mean 34.07
413: velocity var 614.77      width var 811.18
    velocity mean 46.39      width mean 23.43
414: velocity var 502.89      width var 275.95
    velocity mean 27.99      width mean 17.40
415: velocity var 16.97      width var 100.45
    velocity mean 6.44      width mean 19.19
416: velocity var 818.35      width var 177.90
    velocity mean 87.62      width mean 15.08
419: velocity var 22801.87      width var 1927.34
    velocity mean 55.10      width mean 38.22
420: velocity var 343.25      width var 386.14
    velocity mean 26.45      width mean 26.99
421: velocity var 600.74      width var 544.21
    velocity mean 57.06      width mean 23.30
422: velocity var 1208.66      width var 457.27
    velocity mean 46.20      width mean 25.17
423: velocity var 242.49      width var 295.14
    velocity mean 28.31      width mean 21.38
424: velocity var 235.47      width var 4952.92
    velocity mean 33.76      width mean 43.16
425: velocity var 364.79      width var 74.72
    velocity mean 20.80      width mean 17.42
427: velocity var 178.54      width var 664.51
    velocity mean 19.24      width mean 31.99
428: velocity var 435.67      width var 1834.72
    velocity mean 32.36      width mean 20.65
430: velocity var 105.48      width var 951.77
    velocity mean 66.93      width mean 22.02
432: velocity var 237.47      width var 129.01
    velocity mean 23.19      width mean 16.96
433: velocity var 981.84      width var 321.17
    velocity mean 45.84      width mean 22.76
434: velocity var 135.99      width var 256.69
    velocity mean 55.90      width mean 12.74
435: velocity var 513.01      width var 418.31
    velocity mean 33.43      width mean 36.06
436: velocity var 892.65      width var 825.19
    velocity mean 30.72      width mean 52.32
437: velocity var 337.07      width var 533.40
    velocity mean 51.64      width mean 19.46
438: velocity var 660.17      width var 1450.22
    velocity mean 42.79      width mean 39.73
439: velocity var 4145.12      width var 1427.97
    velocity mean 49.66      width mean 30.99
441: velocity var 560.40      width var 664.05
    velocity mean 178.52      width mean 70.92
442: velocity var 786.65      width var 1144.28
    velocity mean 53.81      width mean 30.74
446: velocity var 663.31      width var 492.07
    velocity mean 46.49      width mean 18.58
447: velocity var 593.02      width var 1001.34
    velocity mean 65.60      width mean 43.76
449: velocity var 567.31      width var 1123.42
    velocity mean 50.09      width mean 37.32
450: velocity var 344.63      width var 111.61
    velocity mean 27.80      width mean 10.63
451: velocity var 39777.53      width var 30537.57
    velocity mean 519.87      width mean 249.99
453: velocity var 612.74      width var 552.68
    velocity mean 43.54      width mean 23.54
454: velocity var 39.15      width var 77.05
    velocity mean 6.75      width mean 9.34
